"path_3"	"UCS_0001_BAL"	"UCS_0002_BAL"	"UCS_0002_UA"	"UCS_0004_BAL"	"UCS_0005_BAL"	"UCS_0006_BAL"	"UCS_0007_BAL"	"UCS_0007_UA"	"UCS_0009_BAL"	"UCS_0009_UA"	"UCS_0010_BAL"	"UCS_0010_UA"	"UCS_0013_BAL"	"UCS_0013_UA"	"UCS_0014_BAL"	"UCS_0014_UA"	"UCS_0015_BAL"	"UCS_0015_UA"	"UCS_0016_BAL"	"UCS_0016_UA"	"UCS_0017_BAL"	"UCS_0018_BAL"	"UCS_0018_UA"	"UCS_0019_BAL"	"UCS_0020_BAL"	"UCS_0021_BAL"	"UCS_0021_UA"	"UCS_0022_BAL"	"UCS_0022_UA"	"UCS_0023_BAL"	"UCS_0023_UA"	"UCS_0025_BAL"	"UCS_0025_UA"	"UCS_0028_BAL"	"UCS_0028_UA"	"UCS_0029_BAL"	"UCS_0030_BAL"	"UCS_0030_UA"	"UCS_0031_BAL"	"UCS_0032_BAL"	"UCS_0032_UA"	"UCS_0033_BAL"	"UCS_0034_BAL"	"UCS_0035_BAL"	"UCS_0036_BAL"	"UCS_0037_BAL"	"UCS_0038_BAL"	"UCS_0038_UA"	"UCS_0039_BAL"	"UCS_0039_UA"	"UCS_0040_BAL"	"UCS_0040_BKG"	"UCS_0041_BAL"	"UCS_0041_UA"	"UCS_0042_BAL"	"UCS_0042_UA"	"UCS_0043_BAL"	"UCS_0043_UA"	"UCS_0044_BAL"	"UCS_0045_BAL"	"UCS_0046_BAL"	"UCS_0046_UA"	"UCS_0047_BAL"	"UCS_0048_BAL"	"UCS_0048_UA"	"UCS_0049_BAL"	"UCS_0050_BAL"	"UCS_0050_UA"	"UCS_0051_BAL"	"UCS_0051_UA"	"UCS_0052_BAL"	"UCS_0053_BAL"	"UCS_0053_UA"	"UCS_0054_BAL"	"UCS_0054_UA"	"UCS_0055_BAL"	"UCS_0055_UA"	"UCS_0056_BAL"	"UCS_0057_BAL"	"UCS_0057_UA"	"UCS_0058_BAL"	"UCS_0058_UA"	"UCS_0059_BAL"	"UCS_0060_BAL"	"UCS_0060_UA"	"UCS_0061_BAL"	"UCS_0061_UA"	"UCS_0062_BAL"	"UCS_0063_BAL"	"UCS_0063_UA"	"UCS_0064_BAL"	"UCS_0065_BAL"	"UCS_0066_BAL"	"UCS_0069_BAL"	"UCS_0069_BKG"	"UCS_0070_BAL"	"UCS_0070_BKG"	"UCS_0071_BAL"	"UCS_0072_BAL"	"UCS_0073_BAL"	"UCS_0073_UA"	"UCS_0074_BAL"	"UCS_0074_UA"	"UCS_0075_BAL"	"UCS_0076_BAL"	"UCS_0077_BAL"	"UCS_0077_UA"	"UCS_0079_BAL"	"UCS_0079_UA"	"UCS_0080_BAL"	"UCS_0081_BAL"	"UCS_0082_BAL"	"UCS_0083_BAL"	"UCS_0083_UA"	"UCS_0085_BAL"	"UCS_0085_BKG"	"UCS_0087_BAL"	"UCS_0088_BAL"	"UCS_0088_UA"	"UCS_0090_BAL"	"UCS_0093_BAL"	"UCS_0093_UA"	"UCS_0094_BAL"	"UCS_0094_UA"	"UCS_0095_BAL"	"UCS_0096_BAL"	"UCS_0096_UA"	"UCS_0097_BAL"	"UCS_0097_UA"	"UCS_0098_BAL"	"UCS_0099_BAL"	"UCS_0099_UA"	"UCS_0100_BAL"	"UCS_0101_BAL"	"UCS_0101_UA"	"UCS_0103_BAL"	"UCS_0106_BAL"	"UCS_0106_UA"	"UCS_0109_BAL"	"UCS_0114_BAL"	"UCS_0115_BAL"	"UCS_0116_BAL"	"UCS_0118_BAL"	"UCS_0123_BAL"	"UCS_0128_BAL"	"UCS_0130_BAL"	"UCS_0130_UA"	"UCS_0134_UA"	"UCS_0136_BKG"	"UCS_0138_BAL"	"UCS_0144_BAL"	"UCS_0147_BAL"	"UCS_0148_BAL"	"UCS_0148_UA"	"UCS_0151_BAL"	"UCS_0153_BAL"	"UCS_0153_UA"	"UCS_0154_BAL"	"UCS_0154_UA"	"UCS_0156_BAL"	"UCS_0156_UA"	"UCS_0158_BAL"	"UCS_0158_UA"	"UCS_0159_BAL"	"UCS_0159_UA"	"UCS_0160_BAL"	"UCS_0163_BAL"	"UCS_0164_BAL"	"UCS_0164_UA"	"UCS_0167_UA"	"UCS_0168_BAL"	"UCS_0170_BAL"	"UCS_0170_UA"	"UCS_0171_BAL"	"UCS_0172_UA"	"UCS_0174_BAL"	"UCS_0174_UA"	"UCS_0175_BAL"	"UCS_0175_UA"	"UCS_0176_BAL"	"UCS_0177_BAL"	"UCS_0177_UA"	"UCS_0180_BAL"	"UCS_0182_UA"	"UCS_0185_BAL"	"UCS_0185_UA"	"UCS_0190_BAL"	"UCS_0191_BAL"	"UCS_0191_UA"	"UCS_0192_BAL"	"UCS_0192_UA"	"UCS_0194_BAL"
"Electrochemical potential-driven transporters"	3957	5900	1513617	3074	80368	373985	70064	1853945	2403	697859	6987	1281291	136379	229904	9662	862854	26448	208989	29133	2103653	3119	128838	1584531	623	837	345	654266	2864	378714	38807	131103	141495	822437	21186	780894	8748	458585	52267	417	68089	146804	5386	11195	14512	20738	480	41259	231558	1340	1697571	2729	167922	27313	2970100	4932	352894	22022	747583	4702	3964	3723	767729	1961	108062	12123067	1682	33812	470379	798	5476446	4032	909056	251640	22214	496329	1064	169764	4746	977	917881	25186	10932317	2262	21445	281789	54853	444585	84095	122043	954036	25211	1915	7957	73526	43830	7001	659686	616	1935	2355	1855815	2972	1707839	197433	15002	21856	7082288	3382	3251738	1064	1202	705	3015	835995	87371	40348	9949	32786	790285	791	95838	16960545	5138	3823327	6652	727336	8904724	9432	2059375	1057	18794	8596234	4026	5454	264074	891	596243	3990269	3572980	96270	11917	400665	482835	15605	113039	300125	843274	60841694	68573	3672862	55746	851	25465	980990	7374	17862	619713	922561	8902235	55997	184342	59500562	20805043	19676	1556957	21373	12130	224990	240178	673425	65263	42887	790302	76555	702026	4525301	209103	123342	1619467	40703	505634	659368	402257	243789	45725	710102	1155	1227	262262	5019	893468	12871
"Elongation factors"	357	300	58390	161	2138	17743	1994	53931	100	22736	141	101275	3585	8287	439	7683	1201	8948	2572	84430	162	5004	85052	24	23	18	55902	133	11792	4715	19463	6585	35581	856	29388	614	13256	1366	17	3440	3708	30	468	1569	993	35	1869	10424	56	38197	148	2595	290	45745	315	30381	1332	30419	72	123	366	25264	43	5340	308938	18	661	25307	19	131291	77	43647	10866	1405	13040	17	8239	204	79	14576	486	222532	276	3092	38945	3100	20756	1826	2153	15745	985	26	559	426	3320	306	20237	18	51	130	63065	93	42559	1129	78	1151	290509	154	95630	75	45	40	80	12881	1228	3233	56	1324	34345	20	3381	529782	92	105779	177	19368	168485	454	35986	30	513	293434	71	156	16048	23	84118	264472	164862	1445	730	8684	56354	459	5946	12501	17627	4440925	5506	12043	663	14	2756	60939	675	1097	34145	28857	509062	632	15895	2648299	535871	621	60154	513	248	16553	8199	36718	127	599	22217	700	73538	132394	12129	1767	63815	2616	22430	46842	2198	14303	756	22096	34	56	8796	256	24573	227
"Endocrine and other factor-regulated calcium reabsorption"	30	216	53305	9	875	1223	1233	45350	98	5847	39	3086	218	422	10	1107	50	431	300	24737	37	402	26974	5	16	3	3938	8	975	61	107	1451	4642	100	5461	66	4802	691	8	61	221	39	137	54	27	11	21	387	10	16623	42	2180	135	21677	79	1093	59	715	11	37	15	3668	9	906	131125	44	13	231	25	58354	9	1293	448	162	4160	16	150	48	12	10847	713	269871	15	29	1072	201	3426	1050	826	7006	689	8	35	105	14430	16	8582	6	18	13	21872	25	20317	206	13	142	5079	87	82638	5	12	26	35	4444	256	161	36	13	669	6	1257	263757	40	108539	168	13161	186795	55	34328	6	160	255940	10	19	2905	9	1323	6418	33039	696	47	615	1881	183	842	347	854	69587	308	2510	12	66	421	1307	6	30	7496	7319	133600	55	353	60666	43497	22	20882	13	320	991	2064	1264	39	18	1047	3	5885	40895	1866	2787	7902	1667	2925	4468	358	722	84	11100	20	11	1402	48	13806	40
"Endocrine resistance"	5	144	17871	92	13	21051	5	219	69	664	77	332	558	1065	14	6	56	541	73	1008	21	12	1620	4	4	13	5818	33	883	23	3	77	443	64	1315	194	5701	502	4	25	26	11	702	168	1187	10	221	55	9	230	15	2160	11	43	153	9587	11	3	3	47	55	1563	39	22	2369	6	8	247	32	34	8	1407	44	983	5673	14	7	17	9	19	9	55	67	144	426	921	20675	302	123	185	1730	13	26	201	119	82	13102	17	35	15	85	10	0	573	9	47	35	14	15	182	48	27	25	105	215	3749	49	14	392	12	105	2045	27	106	172	8	6	43	172	8	20	386	11	10	2872	16	461	1157	4303	268	642	4	346	524	205	149	481	22493	309	1352	69	66	3775	19246	11	11	185	4381	16471	62	383	8	6	27	23388	1690	870	23	16	38	32	7	588	2	149	835	313	16	4658	1642	1093	1758	399	5834	12	474	19	13	226	24	4581	83
"Endocytosis"	172	631	109593	894	1438	73309	1809	71579	167	28396	584	25817	7211	9460	190	15634	1817	20772	549	69201	64	6657	87778	37	61	34	33465	177	8114	2358	5928	3838	16872	855	32535	1181	55410	2174	25	3287	5553	131	1488	964	6323	36	1695	7547	163	59152	334	7581	953	44908	959	129726	1906	52400	219	132	214	43478	147	2460	214361	42	1526	33111	53	75225	185	65004	14906	7781	51295	135	4117	295	37	18485	699	255613	329	969	17335	8351	63117	5196	4743	13062	5934	59	294	933	25818	525	29706	46	58	138	73487	65	73351	1050	95	1694	619237	171	155755	182	97	45	116	14779	2114	6223	367	2257	47261	28	7045	601665	116	155167	170	19359	246840	684	147681	23	527	205644	160	1127	21791	70	34985	226663	202030	5311	4353	24210	17327	1382	6693	31210	46832	2576727	922	94318	6176	35	4310	246885	1104	1647	24939	34159	366234	790	5919	1876283	937652	1199	147331	2633	821	4084	9121	30139	316	2483	34322	25	32008	203009	9224	4491	100462	2221	14722	24752	2861	131664	3528	23663	73	46	11004	377	46267	961
"Endometrial cancer"	24	189	26973	76	308	20514	233	9431	78	3227	61	43	374	351	12	54	54	434	74	2293	35	193	8480	6	6	13	5615	32	805	13	0	87	4587	7	2039	193	3022	137	4	134	109	11	695	107	1185	8	192	48	9	2311	8	4	34	1697	148	8524	35	634	3	55	60	4643	44	42	15156	5	5	207	32	3966	9	41	72	944	5489	13	21	93	9	2059	56	26277	67	137	205	884	20690	144	506	885	1519	20	6	199	229	86	9553	19	40	15	3041	22	5204	545	10	49	6017	18	30046	173	43	23	21	971	80	3931	138	11	552	11	188	128971	33	25077	144	1065	26686	35	3642	6	51	44142	16	4	1710	11	95	945	36670	262	620	1999	23	503	294	18	88	129408	3	3458	71	2	2343	17752	5	162	2391	3476	20517	54	360	23416	26658	13	24784	1686	719	17	226	932	21	7	605	2	1110	383	382	59	3817	11	544	405	8560	5792	17	2725	19	31	1679	13	7166	57
"Endopeptidase"	4	616	18726	202	2	23136	7	65	29	1406	407	119	1503	2195	2	12	105	1796	277	35	5	15	9070	0	7	0	6018	139	1010	0	24	1	11	2	53	575	20416	851	3	15	55	6	120	318	3986	5	57	57	2	44	5	1759	0	0	472	56113	0	0	8	6	250	12494	58	360	4548	10	28	367	12	16	2	255	2	3182	8635	2	865	99	3	0	1	11	79	40	343	7211	24006	99	210	398	1993	1	19	134	6209	370	12	6	14	8	10	3	27	28	4	9	7	8	3	39	27	4	35	1452	1196	39	161	10	420	11	197	57	0	7	10	2	8	25	0	0	37	489	196	10	7400	3	126	350	8478	5	143	7	2	24	156	2405	2403	30454	34	207	60	6	1846	106707	79	10	504	8101	45940	47	1098	24	13	205	42263	554	207	7	42	243	11	10	2097	2	172	749	1452	12	22629	639	3	33	843	47938	196	623	6	5	308	58	7490	178
"Endoplasmic reticulum membrane and cytosol"	0	5	2032	59	0	2296	0	1	4	108	2	10	4	21	0	0	0	82	2	2	0	0	354	1	0	0	667	32	163	0	0	6	0	0	0	107	633	24	0	0	0	0	2	11	130	0	0	1	0	1	2	1100	0	0	4	853	0	0	0	4	0	696	0	6	90	0	0	21	0	6	1	4	1	101	3071	2	0	0	0	0	0	3	0	2	0	101	3956	7	35	44	308	0	2	0	114	2	0	0	0	0	0	0	0	22	2	2	1	0	0	0	0	0	0	0	10	0	33	0	7	0	36	0	0	0	3	2	2	0	0	0	0	1	0	0	374	0	0	0	4878	6	30	0	50	0	13	4	0	5	0	0	4	0	0	5440	3	0	1	570	8442	2	28	0	0	2	8213	7	57	0	27	0	9	3	114	0	0	461	28	1	751	0	11	0	0	1365	6	91	0	0	0	0	907	18
"Endosomal sorting complexes required for transport (ESCRT)"	4	193	47802	703	255	45988	32	2940	12	7473	126	465	1901	2694	5	51	154	2651	14	1580	17	2697	22938	5	16	9	13086	92	2877	256	147	109	1018	47	457	620	6418	139	8	353	626	11	976	278	3661	13	43	216	1	1411	13	3571	42	1486	475	92512	238	11179	10	39	135	14942	13	237	17928	2	89	1811	14	3501	2	973	1372	4688	32290	14	1945	68	13	347	34	14397	157	169	2396	4247	32395	142	657	1030	3497	9	13	150	9620	125	15366	8	8	23	1742	3	1218	96	21	62	145018	9	9088	120	29	7	7	1670	284	119	13	144	1244	4	452	49736	10	5008	19	556	11185	211	15182	10	64	8243	34	11	9416	6	57	758	64261	297	2402	8461	7	160	864	1266	1709	587137	6	8654	5525	2	2140	155390	800	34	1165	8048	114619	64	1209	442746	130486	151	69345	1533	192	17	44	5188	45	319	4843	10	2159	27022	3123	197	33191	342	92	873	382	92684	150	4966	13	4	370	129	20871	447
"Energy metabolism"	217	1357	300914	894	5122	128598	11834	515330	216	86300	1486	75618	17438	26176	1302	19133	1832	15995	2736	137806	268	17031	319136	99	113	34	63538	277	14855	4857	11763	15334	73026	1817	92655	2504	46586	4749	51	2934	8023	473	2247	1644	11005	74	1629	11065	130	210164	570	17509	4180	220598	1852	177588	2699	105371	1043	315	1341	127982	451	8885	1393685	151	1911	34263	160	920698	345	60523	16577	12897	71401	115	8237	801	81	76085	3498	1493820	716	2490	23689	18295	115471	7102	6355	63186	7518	286	811	1776	2945	853	14963	48	158	136	381188	299	277733	2334	190	3674	1664538	531	789055	267	99	100	354	45040	4049	2895	735	2858	32651	112	24995	3893487	330	1274200	677	64943	1139858	1083	160595	73	1688	1194939	197	121	33777	126	50874	315601	386714	6684	5180	24600	27729	1464	9666	17147	110570	7851928	3782	78206	7249	43	6414	348265	1379	2885	78316	75734	847961	6841	11980	2943147	2017709	1776	313912	2285	759	3199	30812	36796	771	2830	46443	2298	86437	466808	14012	2845	155105	7011	34734	49920	9000	120800	4837	74473	131	106	17216	753	105209	1339
"Enterobacteria phage T7"	0	0	677	16	0	3689	0	0	0	13	26	6	2	49	0	0	1	24	2	0	0	0	240	0	0	2	324	2	45	0	0	0	0	0	0	9	115	0	0	0	0	0	4	115	61	0	0	0	0	0	0	2	0	0	14	1178	0	0	0	2	2	298	0	0	157	0	0	0	0	2	0	0	0	23	1024	0	0	0	0	0	0	0	0	0	0	303	1908	0	2	4	105	0	0	6	0	0	0	2	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	0	4	0	0	0	38	0	49	243	0	0	0	0	0	6	0	0	0	13	0	0	135	0	0	0	503	0	0	0	0	0	0	0	28	302	0	0	0	0	0	1824	0	0	0	77	975	0	6	0	0	0	2068	0	0	0	0	0	0	0	20	0	0	1	9	0	728	0	0	0	0	1563	0	2	0	1	0	0	319	0
"Enterotoxin"	0	8	775	47	0	609	0	3	2	177	0	438	133	397	0	0	0	27	10	260	0	0	1157	0	0	2	156	0	4	6	0	52	918	1	377	59	472	68	0	0	12	2	14	15	73	1	30	77	0	5	0	0	99	272	5	959	0	107	0	0	0	146	0	0	269	0	56	251	0	14	0	318	17	344	86	0	0	0	0	0	2	0	40	4	79	64	1059	35	7	12	0	0	2	17	1	1	1076	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	134	248	0	6	0	2	0	0	0	0	0	0	0	0	1	0	0	347	9	3	125	70	0	0	4	6	2	2	558	732	9653	0	0	0	0	0	5950	0	0	526	295	2443	0	169	1	0	0	923	1	0	0	0	73	0	0	751	0	21	6555	83	5	1540	5	45	182	0	606	26	3	0	0	95	0	67	2
"EnvZ-OmpR (osmotic stress response)"	0	0	869	5	0	2292	2	0	0	12	2	66	51	10	0	10	0	96	0	232	0	0	182	0	0	0	369	0	23	5	0	25	3	0	226	21	918	31	0	0	1	0	9	80	161	1	0	31	0	1817	3	4	3	2749	16	1754	0	40	8	0	2	105	2	214	14629	0	2	81	2	45251	0	15	0	263	813	0	14	0	0	0	0	0	3	3	147	240	2163	50	158	1674	0	0	0	12	0	4	1819	0	2	0	1453	0	1593	4	2	0	0	2	675	2	0	1	15	605	959	1	9	0	4	0	176	1809	0	27	0	573	2437	1	147	0	15	159	12	0	230	0	0	3	800	2	136	0	0	0	3	54	742	3261	0	0	265	0	26	4245	0	0	242	567	1210	2	20	0	0	0	3638	82	0	3	0	0	4	0	91	1	6	0	30	0	1002	19	27	119	1374	91	0	10	0	0	5	0	158	1
"Enzyme I and HPr"	0	1	15	4	0	1	2	0	0	1275	38	55	2	0	4	44	4	263	72	633	0	1	2	0	0	13	40	3	18	0	56	2	5	0	184	0	4163	221	0	32	85	1	0	0	6	0	12	79	0	210	0	2	2	3	1	0	0	6	0	5	2	0	6	0	97	1	0	36	0	17	1	17	3	0	18	2	0	0	4	19	2	100	0	6	131	28	567	52	268	105	0	0	2	2	2339	4	11869	63	6	2	6	0	0	3	0	0	16	0	770	0	2	0	1	121	376	1767	27	0	6	0	0	4	1	141	0	20	194	0	0	0	0	0	16	0	2	10	7	74	0	27	15	1	3	12	0	111	19	196	44	0	61	8	53	6	2	0	10	8	225	62	44	1	226	0	3	25	19	13	41	391	4	19	1217	0	27	363	4	12	212	642	0	18	0	4	11	0	2	1	2	1	0	2
"Enzyme II"	281	1004	292166	199	5040	70861	4765	296047	502	101074	1670	49848	6534	15766	631	35803	2204	27756	2031	175048	181	14999	191611	70	57	33	37668	298	14133	3417	13435	7680	52112	1440	84358	1063	78514	5974	57	7704	10427	377	1832	895	4099	45	2669	15951	226	184128	275	19846	1486	125343	775	43262	1425	57403	405	288	229	83571	100	3776	764867	182	2801	64752	109	322225	205	77471	21406	6443	38650	62	10277	401	87	74892	1945	742867	567	1028	24577	5892	77428	11207	6856	35149	6489	199	387	1366	7848	1229	74197	50	297	166	161558	139	144216	1718	90	1078	600877	314	339021	190	85	70	273	41665	6103	3799	512	2203	53102	92	11268	1259749	476	559426	532	38638	704796	366	134787	62	765	889750	342	125	17564	86	58219	583000	278481	8406	4390	23690	17751	697	7835	19455	77681	5843157	9095	45693	2586	86	3316	143544	1823	655	71629	54806	598567	3866	9648	1844656	1065358	2022	180982	6844	4814	4406	7626	49425	304	3035	46728	3385	44459	296652	12005	6386	140806	4854	25447	54253	10220	45538	2876	79977	114	75	30169	622	83932	1156
"Enzymes"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Enzymes with EC numbers"	7475	15667	3870684	8388	106429	1101882	129138	4201147	5281	1329204	14785	1589243	237538	352748	21191	1577869	45198	299106	46479	2853949	8620	335345	3540549	1389	2190	740	1288604	4512	343510	74402	220436	214517	1104209	42356	1359518	18976	1057365	90142	904	159708	316309	7265	26459	35518	92329	1289	78690	320582	3687	3541621	6476	368820	40658	3836971	15138	1387492	50558	1958288	11243	5393	11063	1597051	4198	156494	16106155	3287	63556	1097981	1793	9388529	4458	1650661	415194	98240	1192768	1862	321871	9133	2826	1666213	37357	16241374	4940	32084	526162	145858	1269695	201486	150389	1140727	58475	3203	12740	117696	96184	16138	1503397	1171	3415	3793	4166409	4880	4102404	144032	11268	69468	22681406	7056	7772116	2784	2438	1622	6734	1037830	124608	72715	8371	61228	1299130	1603	232963	36648696	5963	7719942	11657	1135685	16418212	18984	5515428	1943	23449	14497064	6335	26959	470385	2735	1186442	7686939	8111740	193718	59654	592419	375995	27898	172012	610673	1210573	150844131	184346	5531500	114054	2271	54149	3249805	25575	41023	1084999	1501284	16066304	65227	221515	81893566	36114407	45165	4026815	52535	38821	184278	355445	1066299	70548	106453	1078494	85420	1506013	9215113	345703	206145	2831886	64019	792586	1033879	454547	1114157	67647	1249137	2211	2067	420369	9724	1513326	19898
"Epithelial cell signaling in Helicobacter pylori infection"	438	227	100110	66	2694	5397	1659	44128	73	45417	443	75191	4262	9382	532	98387	2626	34508	2055	102271	128	11491	90855	17	37	41	75748	189	46749	3550	12460	3395	22761	641	42658	251	19369	3546	30	5285	11263	66	269	1285	887	46	3892	14998	127	52536	144	4818	543	80854	574	16848	1285	53876	355	80	76	25278	73	2966	377305	25	1470	39671	71	126936	42	91820	17697	744	13734	47	5446	153	50	55755	928	311140	201	2249	33492	1719	32199	2705	6256	35082	357	222	147	480	2398	444	44096	145	55	140	299467	1020	57208	1098	51	1211	285881	191	155479	39	63	55	118	18107	1571	2454	151	2279	124924	24	4503	593412	70	119660	132	28249	257523	174	44413	78	631	586446	161	338	9672	86	55929	324400	180328	6649	596	22632	34456	1077	14271	11379	42481	3150947	797	9100	387	63	2055	32273	415	287	31597	39700	317228	3839	12834	3860290	567358	967	41984	2816	288	660	6640	40702	741	3254	50632	1341	60793	182253	7899	10093	123480	2944	23086	54635	5811	13649	1642	22487	71	143	16566	401	30344	412
"Epstein-Barr virus infection"	35	541	54255	151	324	40543	1216	24918	1333	15493	540	35734	2494	4307	31	2911	648	3065	250	33981	30	2949	32843	26	55	19	18713	190	7157	801	2624	1599	9504	2511	11903	790	18784	1300	15	1257	2948	24	872	648	2772	16	438	3285	58	36272	36	1139	236	38041	451	33216	479	18022	89	58	120	24909	75	2823	163767	33	416	5565	12	34310	46	19056	4382	3772	15580	18	39271	138	5	11470	358	168687	61	1225	38408	6059	34530	1439	1707	5437	2362	49	513	101	1104	151	11625	14	38	40	38531	13	44777	261	42	519	159459	80	59529	135	61	14	44	10235	964	2954	84	1303	12769	13	3781	300359	50	81337	350	11893	160279	74	23072	8	248	175320	471	888	8857	38	17852	182063	104644	2082	1372	13273	9738	368	924	6405	13249	1026211	347	1853	1207	49	2877	103466	230	290	12579	18074	171575	656	2283	547866	231496	324	86585	1810	354	31	1132	9622	180	2749	12140	1520	101760	63943	14953	1227	41168	4252	5009	9065	1078	41161	3311	9784	11	19	3692	207	26019	418
"eptA, pmrC"	2	467	171926	178	2688	12066	3968	61746	119	26638	170	11285	1470	1545	473	790	547	2332	1159	108360	85	2921	114672	32	38	9	32491	166	1667	392	130	6196	28917	942	49721	425	3762	272	8	1508	1669	43	771	142	636	14	1090	5231	185	141945	379	77	936	150537	235	15571	296	6574	894	123	151	39761	22	5019	925792	108	539	8306	101	388805	60	6800	7452	421	23597	31	1336	428	201	104021	2317	1146760	34	249	3977	684	25924	873	3829	13351	964	39	109	268	561	250	1871	17	22	21	145011	48	109087	226	24	712	266191	216	203868	30	29	33	179	32253	1365	412	20	137	3825	34	12969	1241615	131	311796	54	64804	707027	965	175766	3	971	1116389	10	4	4590	9	1012	17074	229150	1768	787	7646	313	1117	2052	1849	27540	871294	14	30088	265	1	1468	13953	338	3336	16955	15815	325920	1448	2791	753999	587622	626	88631	500	1674	82	7746	6858	86	2038	6963	28	27881	13715	3874	1307	23369	124	17397	20718	148	3685	84	26656	42	16	8475	582	35408	1014
"eptB"	0	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	2	2	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"eptC"	0	115	28510	0	333	29	757	22380	17	7104	16	4111	762	1796	12	270	22	820	84	12737	10	2023	15120	2	21	1	996	0	288	181	189	512	2879	221	4018	68	1745	134	4	756	826	3	64	33	1	4	48	858	2	11031	8	95	346	10234	16	220	309	9882	20	16	15	9036	16	212	78309	28	87	1963	0	16877	5	4617	1155	16	1635	7	236	24	74	8092	115	86745	5	55	660	90	1369	1129	464	1293	6	2	20	0	97	26	1041	0	1	14	11157	8	18941	52	9	184	88398	31	39392	2	6	10	19	8070	308	25	85	148	2660	10	2014	160681	8	54214	29	6366	82952	91	13461	1	87	135775	8	0	939	0	1887	19658	35020	31	20	1720	1943	8	398	2448	3790	486729	153	17	14	4	0	389	265	142	4395	3199	47894	44	554	268059	165517	127	8064	88	19	3	2310	3737	15	0	4399	9	2119	22881	355	105	7018	297	2192	2494	31	3	1088	3418	7	5	1214	150	8623	12
"ErbB signaling pathway"	4	138	17656	82	13	21298	9	184	63	622	59	312	539	1003	12	3	43	527	81	1008	36	12	1566	4	4	13	5924	30	851	23	6	75	430	17	685	210	2193	175	4	24	26	11	734	169	1189	8	219	52	11	2240	8	1	9	3211	150	8693	11	7	81	47	52	1488	62	22	2200	6	8	412	32	1380	8	1286	91	978	5489	13	5	6	9	19	7	15	67	136	394	1008	21546	270	114	182	1555	14	18	197	0	82	6006	17	35	15	2219	21	2276	559	9	47	35	12	507	173	44	23	27	4	126	3634	23	15	405	10	104	216	25	104	10	6	6	29	172	8	17	375	7	1	1700	11	345	1358	3565	270	611	2	323	528	199	98	1297	20075	3	15	63	2	2525	17940	5	9	249	5281	17346	11	348	6	6	11	22376	1678	827	12	11	85	8	7	514	2	110	835	288	13	4274	42	1229	1749	55	6274	11	469	17	12	201	13	4510	62
"eryAI"	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2352	0	4	0	0	0	0	0	0	0	1	0	0	35	0	0	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	15	0	0	0	12	0	0	0	1	0	0	32	1	10	1	8	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
